WarNum,WarName,V5RegionNum,WarType,CcodeA,SideA,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TotNatMonWar,TransFrom,Initiator,Outcome,TransTo,DeathsSideA,DeathsSideB,TotalBDeaths,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorDeaths2,RecipientDeaths2,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE,cluster
591,Spainish Liberals War of 1868,3,4,230,Spain,Liberals,0,9,18,1868,9,29,1868,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,0.37,-8,Liberals,2,-8,800,800,1600,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,1600,Not in Americas,1868-09-18,NA,NA,NA,1868-09-29,NA,NA,NA,800,800,800,800,0,0,50,800,800,0,0,Recipient Won,1
592,Guerre des Cacos of 1868-1869,1,4,41,Haiti,Cacos,0,11,19,1868,12,18,1869,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,391,13.03,13,-8,Cacos,2,-8,-9,-9,1100,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,1100,Americas,1868-11-19,NA,NA,NA,1869-12-18,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,50,600,1000,-400,5.698005698005698e-4,Recipient Won,1
592.5,Venezuelan Yellow Revolution of 1869-1872,2,4,101,Venezuela,Liberals,0,8,18,1869,5,10,1872,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,983,32.77,32.73,-8,Liberals,2,-8,-9,-9,2500,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,2500,Americas,1869-08-18,NA,NA,NA,1872-05-10,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,51,300,608,-308,4.3874643874643876e-4,Recipient Won,1
592.7,First Kashgarian - Tungan War of 1870,6,7,-8,Kashgarians,Urumchi Tungans,0,1,-9,1870,11,-9,1870,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,301,10.03,10.03,-8,Urumchi Tungans,1,-8,-9,-9,1000,5.1,Intercommunal,Asia and Oceania,Side A wins,Other,Side A,1000,Not in Americas,1870-01-09,NA,NA,NA,1870-11-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,52,4500,1850,2650,0.003774928774928775,Other,4
593,First Entre Rios War of 1870-1871,2,5,160,Argentina,Entre Rios,0,5,20,1870,3,13,1871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,294,9.8,9.8,-8,Argentina,1,8,200,1300,1500,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,1500,Americas,1870-05-20,NA,NA,NA,1871-03-13,NA,NA,NA,200,1300,200,1300,-1100,0.0015669515669515669,52,200,1300,-1100,0.0015669515669515669,Initiator Won,3
595,Bolivia-Criollos War of 1870-1871,2,4,145,Bolivia,Criollos,0,11,3,1870,1,19,1871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,77,2.57,2.57,-8,Crillos,2,-8,-9,-9,1500,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,1500,Americas,1870-11-03,NA,NA,NA,1871-01-19,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,52,600,500,100,1.4245014245014244e-4,Other,1
596,Paris Commune War of 1871,3,4,220,France,Paris Commune,0,3,18,1871,5,29,1871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,72,2.4,2.4,-8,Communards,1,-8,879,20500,21379,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,21379,Not in Americas,1871-03-18,NA,NA,NA,1871-05-29,NA,NA,NA,20500,879,20500,879,19621,0.027950142450142452,53,20500,879,19621,0.027950142450142452,Other,1
596.7,Second Kashgarian - Tungan War of 1871-1872,6,7,-8,Kashgarians,Urumchi Tungans,0,12,-9,1871,8,-9,1872,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,241,8.03,8.03,-8,Urumchi Tungans,1,-8,-9,-9,1000,5.1,Intercommunal,Asia and Oceania,Side A wins,Other,Side A,1000,Not in Americas,1871-12-09,NA,NA,NA,1872-08-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,53,-8,1800,-1808,0.0025754985754985753,Other,4
597,Third Carlist War of 1872-1876,3,4,230,Spain,Carlists,0,4,21,1872,2,28,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1388,46.27,46.27,-8,Carlists,1,-8,7000,43000,50000,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,50000,Not in Americas,1872-04-21,NA,NA,NA,1876-02-28,NA,NA,NA,43000,7000,43000,7000,36000,0.05128205128205128,54,43000,7000,36000,0.05128205128205128,Other,1
597.5,Second Entre Rios War of 1873,2,5,160,Argentina,Entre Rios,0,5,9,1873,12,31,1873,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,233,7.77,7.77,-8,Argentina,1,-8,500,1500,2000,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,2000,Americas,1873-05-09,NA,NA,NA,1873-12-31,NA,NA,NA,500,1500,500,1500,-1000,0.0014245014245014246,55,500,1500,-1000,0.0014245014245014246,Initiator Won,3
598,Catonalist Uprising of 1873-1874,3,5,230,Spain,Cantons,0,7,19,1873,1,13,1874,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,175,5.83,5.83,-8,Spain,1,-8,-9,-9,2000,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1873-07-19,NA,NA,NA,1874-01-13,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,55,2500,23238,-20738,0.029541310541310543,Initiator Won,4
600,Mitre Rebellion of 1874,2,4,160,Argentina,Mitre-led Rebels,0,9,24,1874,12,7,1874,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,74,2.47,2.47,-8,Mitre led Rebels,1,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1000,Americas,1874-09-24,NA,NA,NA,1874-12-07,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,56,800,1000,-200,2.849002849002849e-4,Other,1
601,Bosnia and Bulgaria Revolt of 1875-1876,3,5,640,Ottoman Empire,Bosnia-Herzegovina and Bulgaria,0,6,30,1875,6,29,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,360,12,12,-8,Bosnia-Herzegovina,4,373,10000,13000,23000,5.1,Civil War: Local Issues,Europe,War transformed into another War,Civil War: Local Issues,Other,23000,Not in Americas,1875-06-30,NA,NA,NA,1876-06-29,NA,NA,NA,13000,10000,13000,10000,3000,0.004273504273504274,57,13000,10000,3000,0.004273504273504274,Other,4
602,Diaz Revolt of 1876,1,4,70,Mexico,Tuxtepecanos,0,1,15,1876,11,23,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,309,10.3,10.3,-8,Tuxtepecanos,2,-8,1900,1200,3100,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,3100,Americas,1876-01-15,NA,NA,NA,1876-11-23,NA,NA,NA,1200,1900,1200,1900,-700,9.971509971509972e-4,58,1200,1900,-700,9.971509971509972e-4,Recipient Won,1
603,Defeat of Xinjiang Muslims of 1876-1878,6,5,710,China,Xinjiang Muslims,0,4,-9,1876,1,2,1878,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,618,20.6,20.6,-8,China,1,-8,-9,-9,4000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,4000,Not in Americas,1876-04-09,NA,NA,NA,1878-01-02,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,58,6000,1700,4300,0.006125356125356125,Initiator Won,4
605,Fourth Colombian War of 1876-1877,2,4,100,Colombia,Conservatives,0,7,12,1876,4,6,1877,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,265,8.83,8.83,-8,Conservatives,1,-8,2430,2070,4500,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,4500,Americas,1876-07-12,NA,NA,NA,1877-04-06,NA,NA,NA,2070,2430,2070,2430,-360,5.128205128205128e-4,58,2070,2430,-360,5.128205128205128e-4,Other,1
606,Ecuador's Veintemilla Revolt of 1876,2,4,130,Ecuador,Liberals,0,9,8,1876,12,26,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,109,3.63,3.63,-8,Liberals,2,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,1000,Americas,1876-09-08,NA,NA,NA,1876-12-26,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,58,18476,12000,6476,0.009225071225071225,Recipient Won,1
607,Satsuma Rebellion of 1877,6,4,740,Japan,Satsumas,0,1,29,1877,9,24,1877,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,236,7.87,7.87,-8,Japan,1,-8,6399,7000,13399,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,13399,Not in Americas,1877-01-29,NA,NA,NA,1877-09-24,NA,NA,NA,6399,7000,6399,7000,-601,8.561253561253561e-4,59,6399,7000,-601,8.561253561253561e-4,Initiator Won,1
608,Argentine Indians War of 1878-1879,2,5,160,Argentina,Indians,0,12,6,1878,7,8,1879,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,213,7.1,7.1,-8,Argentina,1,-8,200,1500,1700,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,1700,Americas,1878-12-06,NA,NA,NA,1879-07-08,NA,NA,NA,200,1500,200,1500,-1300,0.001851851851851852,60,200,1500,-1300,0.001851851851851852,Initiator Won,3
609,Revindication War of 1879,2,4,101,Venezuela,Revindacadores,0,1,3,1879,2,13,1879,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,41,1.37,1.37,-8,Revindacadores,2,-8,-9,-9,2000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,2000,Americas,1879-01-03,NA,NA,NA,1879-02-13,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,61,200,4500,-4300,0.006125356125356125,Recipient Won,1
610,Fourth Buenos Aires War of 1880,2,5,160,Argentina,Buenos Aires,0,6,12,1880,6,22,1880,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,11,0.37,0.37,-8,Buenos Aires,1,-8,550,825,1375,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,1375,Americas,1880-06-12,NA,NA,NA,1880-06-22,NA,NA,NA,825,550,825,550,275,3.917378917378917e-4,62,825,550,275,3.917378917378917e-4,Other,3
610.5,Mahdist Rebellion phase 1 of 1881-1882,5,5,651,Egypt,Mahdists,0,8,12,1881,9,14,1882,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,393,13.1,13.1,-8,Mahdists,4,384,3500,6500,10000,5.1,Civil War: Local Issues,Middle East and North Africa,War transformed into another War,Civil War: Local Issues,Other,10000,Not in Americas,1881-08-12,NA,NA,NA,1882-09-14,NA,NA,NA,6500,3500,6500,3500,3000,0.004273504273504274,63,6500,3500,3000,0.004273504273504274,Other,4
611,Haitian Civil War of 1883-1884,1,4,41,Haiti,Liberals,0,3,27,1883,1,8,1884,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,282,9.4,9.4,-8,Liberals,1,-8,2400,400,2800,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,2800,Americas,1883-03-27,NA,NA,NA,1884-01-08,NA,NA,NA,400,2400,400,2400,-2000,0.002849002849002849,65,400,2400,-2000,0.002849002849002849,Other,1
612,Fifth Colombian War of 1884-1885,2,4,100,Colombia,War Liberals,0,9,24,1884,8,26,1885,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,333,11.1,11.1,-8,War Liberals,1,-8,330,820,1150,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1150,Americas,1884-09-24,NA,NA,NA,1885-08-26,NA,NA,NA,820,330,820,330,490,6.98005698005698e-4,66,820,330,490,6.98005698005698e-4,Other,1
613,Peru's National Problem of 1885,2,5,135,Peru,Huarez Indians,0,3,2,1885,5,11,1885,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,70,2.33,2.33,-8,Huarez Indians,1,-8,200,2000,2200,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,2200,Americas,1885-03-02,NA,NA,NA,1885-05-11,NA,NA,NA,2000,200,2000,200,1800,0.002564102564102564,67,2000,200,1800,0.002564102564102564,Other,3
616,First Yemeni Imamate  Rebellion of 1890-1892,5,5,640,Ottoman Empire,Yemen,0,-9,-9,1890,9,-9,1892,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,811,27.03,27.03,-8,Yemen,1,-8,-9,-9,5000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,5000,Not in Americas,1890-09-09,NA,NA,NA,1892-09-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,72,5000,14250,-9250,0.013176638176638177,Other,4
616.5,Campos Mutiny of 1890,2,4,160,Argentina,Campos-led Rebels,0,7,26,1890,7,29,1890,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,0.13,-8,Campos-led Rebels,1,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1000,Americas,1890-07-26,NA,NA,NA,1890-07-29,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,72,1200,550,650,9.25925925925926e-4,Other,1
617,Chilean Congressist War of 1891,2,4,155,Chile,Congressists,0,1,7,1891,8,29,1891,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,233,7.77,7.77,-8,Congressists,2,-8,-9,-9,5500,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,5500,Americas,1891-01-07,NA,NA,NA,1891-08-29,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,73,1000,17500,-16500,0.023504273504273504,Recipient Won,1
618,Zaili-Jinden Revolt of 1891,6,4,710,China,Zailis and Jinden,0,11,11,1891,12,16,1891,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,36,1.2,1.2,-8,Jinden,1,-8,500,10000,10500,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,10500,Not in Americas,1891-11-11,NA,NA,NA,1891-12-16,NA,NA,NA,10000,500,10000,500,9500,0.013532763532763533,73,10000,500,9500,0.013532763532763533,Other,1
619,Venezuela's Legalist Revolution of 1892,2,4,101,Venezuela,Legalists,0,3,11,1892,10,6,1892,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,206,6.87,6.87,-8,Legalists,2,-8,-9,-9,4000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,4000,Americas,1892-03-11,NA,NA,NA,1892-10-06,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,74,500,1900,-1400,0.0019943019943019944,Recipient Won,1
620,Brazil Federalists War of 1893-1894,2,4,140,Brazil,Rio Grande do Sul,0,2,2,1893,8,31,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,570,19,19,-8,Rio Grande do Sul,1,-8,-9,-9,3000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,3000,Americas,1893-02-02,NA,NA,NA,1894-08-31,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,75,3000,2800,200,2.849002849002849e-4,Other,1
621,Brazil Naval War of 1893-1894,2,4,140,Brazil,Naval Royalists,0,9,6,1893,4,16,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,221,7.37,7.37,-8,Naval Royalists,1,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1000,Americas,1893-09-06,NA,NA,NA,1894-04-16,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,75,500,2250,-1750,0.002492877492877493,Other,1
623,Tonghak Rebellion phase 1 of 1894,6,5,730,Korea,Tonghak Society,1,3,23,1894,6,10,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,78,2.6,2.7,-8,Tonghak,3,-8,500,500,1000,5.1,Civil War: Local Issues,Asia and Oceania,Compromise,Civil War: Local Issues,Other,1000,Not in Americas,1894-03-23,NA,NA,NA,1894-06-10,NA,NA,NA,500,500,500,500,0,0,76,500,500,0,0,Other,2
625,Third Peru War of 1894-1895,2,4,135,Peru,National Coalition,0,10,24,1894,3,19,1895,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,146,4.87,4.87,-8,National Coalition,2,-8,-9,-9,4000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,4000,Americas,1894-10-24,NA,NA,NA,1895-03-19,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,76,600,6000,-5400,0.007692307692307693,Recipient Won,1
626,Sixth Colombian War of 1895,2,4,100,Colombia,War Liberals,0,1,22,1895,3,8,1895,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,47,1.57,1.57,-8,War Liberals,1,-8,-9,-9,1125,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1125,Americas,1895-01-22,NA,NA,NA,1895-03-08,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,77,430,100,330,4.700854700854701e-4,Other,1
627,Ecuador Liberals War of 1895,2,4,130,Ecuador,Liberals,0,2,12,1895,9,22,1895,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,221,7.37,7.37,-8,Liberals,2,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,1000,Americas,1895-02-12,NA,NA,NA,1895-09-22,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,77,430,600,-170,2.4216524216524217e-4,Recipient Won,1
628,First Gansu Muslim War of 1895-1896,6,5,710,China,Gansu Muslims,0,4,2,1895,4,-9,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,374,12.47,12.47,-8,Gansu Muslims,1,-8,-9,-9,10000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,10000,Not in Americas,1895-04-02,NA,NA,NA,1896-04-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,77,20000,879,19121,0.027237891737891737,Other,4
630,Druze Rebellion of 1895-1896,5,5,640,Ottoman Empire,Druzes,0,10,15,1895,3,-9,1896,6,-9,1896,10,-9,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,272,9.07,9.07,-8,Ottoman Empire,1,-8,6000,4000,10000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,10000,Not in Americas,1895-10-15,1896-06-09,NA,NA,1896-03-09,NA,NA,NA,6000,4000,6000,4000,2000,0.002849002849002849,77,6000,4000,2000,0.002849002849002849,Initiator Won,4
630.2,Armenian Hunchak Uprising of 1895-1896,5,5,640,Ottoman Empire,Hunchaks,0,10,24,1895,2,2,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,99,3.3,3.3,-8,Ottoman Empire,3,-8,4500,500,5000,5.1,Civil War: Local Issues,Middle East and North Africa,Compromise,Civil War: Local Issues,Other,5000,Not in Americas,1895-10-24,NA,NA,NA,1896-02-02,NA,NA,NA,4500,500,4500,500,4000,0.005698005698005698,77,4500,500,4000,0.005698005698005698,Other,4
631,Second Cretan War of 1896-1897,3,5,640,Ottoman Empire,Cretans,0,3,10,1896,2,14,1897,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,335,11.17,11.17,-8,Cretans,4,76,-9,-9,1000,5.1,Civil War: Local Issues,Europe,War transformed into another War,Civil War: Local Issues,Other,1000,Not in Americas,1896-03-10,NA,NA,NA,1897-02-14,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,78,1226,2000,-774,0.0011025641025641025,Other,4
631.5,Ecuadorian Conservative Revolt of 1896,2,4,130,Ecuador,Conservatives,0,6,1,1896,8,28,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,88,2.93,2.93,-8,Conservatives,1,-8,-9,-9,1500,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1500,Americas,1896-06-01,NA,NA,NA,1896-08-28,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,78,500,1400,-900,0.001282051282051282,Other,1
632,Canudos Revolt of 1896-1897,2,5,140,Brazil,Conselhistas,0,10,1,1896,10,5,1897,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,365,12.17,12.17,-8,Brazil,1,-8,5000,10000,15000,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,15000,Americas,1896-10-01,NA,NA,NA,1897-10-05,NA,NA,NA,5000,10000,5000,10000,-5000,0.007122507122507123,78,5000,10000,-5000,0.007122507122507123,Initiator Won,3
632.3,Revolución de Queipa of 1898,2,4,101,Venezuela,Hernandez-led Rebels,0,3,17,1898,7,14,1898,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,118,3.93,3.93,-8,Hernandez-led Rebels,1,-8,-9,-9,1800,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1800,Americas,1898-03-17,NA,NA,NA,1898-07-14,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,80,700,50,650,9.25925925925926e-4,Other,1
632.6,Second Yemeni Imamate Rebellion of 1898-1899,5,5,640,Ottoman Empire,Muhammad al-Mansur Loyalists,0,4,-9,1898,6,-9,1899,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,421,14.03,14.03,-8,Muhammad al-Mansur Loyalists,7,-8,6000,4000,10000,5.1,Civil War: Local Issues,Middle East and North Africa,Conflict continues below war level,Civil War: Local Issues,Other,10000,Not in Americas,1898-04-09,NA,NA,NA,1899-06-09,NA,NA,NA,4000,6000,4000,6000,-2000,0.002849002849002849,80,4000,6000,-2000,0.002849002849002849,Other,4
633,Fourth Venezuelan War of 1899,2,4,101,Venezuela,Castro-led Rebels,0,5,24,1899,10,14,1899,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,141,4.7,4.7,-8,Castro-led Rebels,2,-8,1200,800,3000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,3000,Americas,1899-05-24,NA,NA,NA,1899-10-14,NA,NA,NA,800,1200,800,1200,-400,5.698005698005698e-4,81,800,1200,-400,5.698005698005698e-4,Recipient Won,1
635,Second Yaqui War of 1899-1900,1,5,70,Mexico,Yaqui,0,7,21,1899,1,18,1900,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,178,5.93,5.97,-8,Yaqui,1,-8,80,1100,1180,5.1,Civil War: Local Issues,North America,Side A wins,Civil War: Local Issues,Side A,1180,Americas,1899-07-21,NA,NA,NA,1900-01-18,NA,NA,NA,1100,80,1100,80,1020,0.001452991452991453,81,1100,80,1020,0.001452991452991453,Other,3
636,Colombian War of the Thousand Days of 1899-1902,2,4,100,Colombia,War Liberals,1,10,17,1899,11,21,1902,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1115,37.17,44.73,-8,War Liberals,1,-8,47000,53000,100000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,50000,Americas,1899-10-17,NA,NA,NA,1902-11-21,NA,NA,NA,53000,47000,53000,47000,6000,0.008547008547008548,81,53000,47000,6000,0.008547008547008548,Other,2
637,Quintana Roo War of 1899-1901,1,5,70,Mexico,Mayan Cruzob,0,10,-9,1899,5,4,1901,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,560,18.67,18.67,-8,Mexico,1,-8,2000,-9,-9,5.1,Civil War: Local Issues,North America,Side A wins,Civil War: Local Issues,Side A,-9,Americas,1899-10-09,NA,NA,NA,1901-05-04,NA,NA,NA,2000,-9,2000,NaN,2009,0.002861823361823362,81,2000,39516,-37516,0.05344159544159544,Initiator Won,3
638,Fifth Venezuelan War of 1901-1903,2,4,101,Venezuela,Matos-led Rebels,0,12,19,1901,7,21,1903,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,573,19.1,19.1,-8,Matos-led Rebels,1,-8,-9,-9,12000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,12000,Americas,1901-12-19,NA,NA,NA,1903-07-21,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,83,500,600,-100,1.4245014245014244e-4,Other,1
