WarNum,WarName,V5Region,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TransFrom,Initiator,Outcome,TransTo,Deaths A,Deaths B,TotalBDeaths,SideAPeakTotForces,SideAPeak TheatForces,SideBPeakTotForces,SideBPeakTheatForces,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorForces,RecipientForces,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeaths2,RecipientDeaths2,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE
820,Chad - FAN War of 1980-1984,4,5,483,Chad,-8,FAN,1,3,20,1980,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1376,45.87,-8,FAN,2,-8,3500,1500,6200,16000,15000,-8,22000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,6200,Not in Americas,1980-03-20,NA,NA,NA,1984-01-09,NA,NA,NA,1500,3500,-8,16000,-2000,0.002849002849002849,162,1500,3500,1500,3500,-2000,0.002849002849002849,Recipient Won
820,Chad - FAN War of 1980-1984,4,5,483,Chad,-8,FAN,1,3,20,1980,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1376,45.87,-8,FAN,2,-8,3500,1500,6200,16000,15000,-8,22000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,6200,Not in Americas,1980-03-20,NA,NA,NA,1984-01-09,NA,NA,NA,1500,3500,-8,16000,-2000,0.002849002849002849,162,1500,3500,-8,1000,-1008,0.001435897435897436,Recipient Won
820,Chad - FAN War of 1980-1984,4,5,620,Libya,-8,-8,1,8,-9,1980,11,-9,1981,5,-9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,692,23.07,-8,-8,2,-8,1000,-8,-8,90000,14000,-8,-8,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,-8,Not in Americas,1980-08-09,1983-05-09,NA,NA,1981-11-09,1984-01-09,NA,NA,-8,1000,-8,90000,-1008,0.001435897435897436,162,-8,1000,-8,200,-208,2.962962962962963e-4,Recipient Won
820,Chad - FAN War of 1980-1984,4,5,620,Libya,-8,-8,1,8,-9,1980,11,-9,1981,5,-9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,692,23.07,-8,-8,2,-8,1000,-8,-8,90000,14000,-8,-8,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,-8,Not in Americas,1980-08-09,1983-05-09,NA,NA,1981-11-09,1984-01-09,NA,NA,-8,1000,-8,90000,-1008,0.001435897435897436,162,-8,1000,-8,1400,-1408,0.0020056980056980056,Recipient Won
820,Chad - FAN War of 1980-1984,4,5,620,Libya,-8,-8,1,8,-9,1980,11,-9,1981,5,-9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,692,23.07,-8,-8,2,-8,1000,-8,-8,90000,14000,-8,-8,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,-8,Not in Americas,1980-08-09,1983-05-09,NA,NA,1981-11-09,1984-01-09,NA,NA,-8,1000,-8,90000,-1008,0.001435897435897436,162,-8,1000,1500,3500,-2000,0.002849002849002849,Recipient Won
820,Chad - FAN War of 1980-1984,4,5,620,Libya,-8,-8,1,8,-9,1980,11,-9,1981,5,-9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,692,23.07,-8,-8,2,-8,1000,-8,-8,90000,14000,-8,-8,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,-8,Not in Americas,1980-08-09,1983-05-09,NA,NA,1981-11-09,1984-01-09,NA,NA,-8,1000,-8,90000,-1008,0.001435897435897436,162,-8,1000,-8,1000,-1008,0.001435897435897436,Recipient Won
823,Nigeria - Muslim War of 1980-1981,4,5,475,Nigeria,-8,Al Masifu Sect,0,12,8,1980,1,1,1981,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,24,0.8,-8,Nigeria,1,-8,55,1000,1055,150000,-8,-8,10000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,1055,Not in Americas,1980-12-08,NA,NA,NA,1981-01-01,NA,NA,NA,55,1000,150000,-8,-945,0.001346153846153846,162,55,1000,55,1000,-945,0.001346153846153846,Initiator Won
824,First Philippines - NPA War of 1981-1992,6,4,840,Philippines,-8,NPA,0,1,17,1981,12,10,1986,2,8,1987,9,1,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4128,137.6,-8,NPA,6,-8,-9,-9,30000,157000,-9,-8,25200,5.1,Civil War: Central Control,Asia and Oceania,Stalemate,Civil War: Central Control,Other,30000,Not in Americas,1981-01-17,1987-02-08,NA,NA,1986-12-10,1992-09-01,NA,NA,-9,-9,-8,157000,NaN,NaN,163,NaN,NaN,2000,275,1725,0.002457264957264957,Other
825,Mozambique War of 1981-1992,4,4,40,Cuba,-8,-8,1,-9,-9,1986,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2270,75.67,-8,-8,1,-8,-9,-8,-8,297000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1986-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,-9,-8,297000,1,1.4245014245014244e-6,168,-8,NaN,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,40,Cuba,-8,-8,1,-9,-9,1986,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2270,75.67,-8,-8,1,-8,-9,-8,-8,297000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1986-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,-9,-8,297000,1,1.4245014245014244e-6,168,-8,NaN,-8,60,-68,9.686609686609687e-5,Other
825,Mozambique War of 1981-1992,4,4,40,Cuba,-8,-8,1,-9,-9,1986,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2270,75.67,-8,-8,1,-8,-9,-8,-8,297000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1986-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,-9,-8,297000,1,1.4245014245014244e-6,168,-8,NaN,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,40,Cuba,-8,-8,1,-9,-9,1986,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2270,75.67,-8,-8,1,-8,-9,-8,-8,297000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1986-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,-9,-8,297000,1,1.4245014245014244e-6,168,-8,NaN,-8,500,-508,7.236467236467237e-4,Other
825,Mozambique War of 1981-1992,4,4,40,Cuba,-8,-8,1,-9,-9,1986,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2270,75.67,-8,-8,1,-8,-9,-8,-8,297000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1986-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,-9,-8,297000,1,1.4245014245014244e-6,168,-8,NaN,-8,100,-108,1.5384615384615385e-4,Other
825,Mozambique War of 1981-1992,4,4,510,Tanzania,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3710,123.67,-8,-8,1,-8,60,-8,-8,84000,7000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1982-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,60,-8,84000,-68,9.686609686609687e-5,164,-8,60,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,510,Tanzania,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3710,123.67,-8,-8,1,-8,60,-8,-8,84000,7000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1982-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,60,-8,84000,-68,9.686609686609687e-5,164,-8,60,-8,60,-68,9.686609686609687e-5,Other
825,Mozambique War of 1981-1992,4,4,510,Tanzania,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3710,123.67,-8,-8,1,-8,60,-8,-8,84000,7000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1982-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,60,-8,84000,-68,9.686609686609687e-5,164,-8,60,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,510,Tanzania,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3710,123.67,-8,-8,1,-8,60,-8,-8,84000,7000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1982-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,60,-8,84000,-68,9.686609686609687e-5,164,-8,60,-8,500,-508,7.236467236467237e-4,Other
825,Mozambique War of 1981-1992,4,4,510,Tanzania,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3710,123.67,-8,-8,1,-8,60,-8,-8,84000,7000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1982-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,60,-8,84000,-68,9.686609686609687e-5,164,-8,60,-8,100,-108,1.5384615384615385e-4,Other
825,Mozambique War of 1981-1992,4,4,541,Mozambique,-8,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,-8,RENAMO,1,-8,-9,-9,20560,65000,-8,-8,20000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20560,Not in Americas,1981-04-10,NA,NA,NA,1992-10-04,NA,NA,NA,-9,-9,-8,65000,NaN,NaN,163,NaN,NaN,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,541,Mozambique,-8,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,-8,RENAMO,1,-8,-9,-9,20560,65000,-8,-8,20000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20560,Not in Americas,1981-04-10,NA,NA,NA,1992-10-04,NA,NA,NA,-9,-9,-8,65000,NaN,NaN,163,NaN,NaN,-8,60,-68,9.686609686609687e-5,Other
825,Mozambique War of 1981-1992,4,4,541,Mozambique,-8,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,-8,RENAMO,1,-8,-9,-9,20560,65000,-8,-8,20000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20560,Not in Americas,1981-04-10,NA,NA,NA,1992-10-04,NA,NA,NA,-9,-9,-8,65000,NaN,NaN,163,NaN,NaN,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,541,Mozambique,-8,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,-8,RENAMO,1,-8,-9,-9,20560,65000,-8,-8,20000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20560,Not in Americas,1981-04-10,NA,NA,NA,1992-10-04,NA,NA,NA,-9,-9,-8,65000,NaN,NaN,163,NaN,NaN,-8,500,-508,7.236467236467237e-4,Other
825,Mozambique War of 1981-1992,4,4,541,Mozambique,-8,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,-8,RENAMO,1,-8,-9,-9,20560,65000,-8,-8,20000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20560,Not in Americas,1981-04-10,NA,NA,NA,1992-10-04,NA,NA,NA,-9,-9,-8,65000,NaN,NaN,163,NaN,NaN,-8,100,-108,1.5384615384615385e-4,Other
825,Mozambique War of 1981-1992,4,4,552,Zimbabwe,-8,-8,1,-9,-9,1983,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3350,111.67,-8,-8,1,-8,500,-8,-8,94000,20000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1983-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,500,-8,94000,-508,7.236467236467237e-4,165,-8,500,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,552,Zimbabwe,-8,-8,1,-9,-9,1983,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3350,111.67,-8,-8,1,-8,500,-8,-8,94000,20000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1983-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,500,-8,94000,-508,7.236467236467237e-4,165,-8,500,-8,60,-68,9.686609686609687e-5,Other
825,Mozambique War of 1981-1992,4,4,552,Zimbabwe,-8,-8,1,-9,-9,1983,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3350,111.67,-8,-8,1,-8,500,-8,-8,94000,20000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1983-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,500,-8,94000,-508,7.236467236467237e-4,165,-8,500,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,552,Zimbabwe,-8,-8,1,-9,-9,1983,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3350,111.67,-8,-8,1,-8,500,-8,-8,94000,20000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1983-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,500,-8,94000,-508,7.236467236467237e-4,165,-8,500,-8,500,-508,7.236467236467237e-4,Other
825,Mozambique War of 1981-1992,4,4,552,Zimbabwe,-8,-8,1,-9,-9,1983,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3350,111.67,-8,-8,1,-8,500,-8,-8,94000,20000,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1983-09-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,500,-8,94000,-508,7.236467236467237e-4,165,-8,500,-8,100,-108,1.5384615384615385e-4,Other
825,Mozambique War of 1981-1992,4,4,553,Malawi,-8,-8,1,4,-9,1987,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1970,65.67,-8,-8,1,-8,100,-8,-8,10000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1987-04-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,100,-8,10000,-108,1.5384615384615385e-4,169,-8,100,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,553,Malawi,-8,-8,1,4,-9,1987,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1970,65.67,-8,-8,1,-8,100,-8,-8,10000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1987-04-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,100,-8,10000,-108,1.5384615384615385e-4,169,-8,100,-8,60,-68,9.686609686609687e-5,Other
825,Mozambique War of 1981-1992,4,4,553,Malawi,-8,-8,1,4,-9,1987,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1970,65.67,-8,-8,1,-8,100,-8,-8,10000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1987-04-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,100,-8,10000,-108,1.5384615384615385e-4,169,-8,100,-8,21,-29,4.131054131054131e-5,Other
825,Mozambique War of 1981-1992,4,4,553,Malawi,-8,-8,1,4,-9,1987,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1970,65.67,-8,-8,1,-8,100,-8,-8,10000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1987-04-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,100,-8,10000,-108,1.5384615384615385e-4,169,-8,100,-8,500,-508,7.236467236467237e-4,Other
825,Mozambique War of 1981-1992,4,4,553,Malawi,-8,-8,1,4,-9,1987,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1970,65.67,-8,-8,1,-8,100,-8,-8,10000,1500,-8,-8,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1987-04-09,NA,NA,NA,1992-10-04,NA,NA,NA,-8,100,-8,10000,-108,1.5384615384615385e-4,169,-8,100,-8,100,-108,1.5384615384615385e-4,Other
826,Tigrean & Eritrean War of 1982-1991,4,5,530,Ethiopia,-8,TPLF & EPLF,0,1,23,1982,5,28,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3366,112.2,-8,TPLF & EPLF,2,-8,153500,80000,235500,300000,430000,-8,120000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,50000,Not in Americas,1982-01-23,NA,NA,NA,1991-05-28,NA,NA,NA,80000,153500,-8,300000,-73500,0.1047008547008547,164,80000,153500,80000,153500,-73500,0.1047008547008547,Recipient Won
826.5,Hama Uprising of 1982,5,4,652,Syria,-8,Muslim Brotherhood,0,2,3,1982,2,28,1982,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,0.87,-8,Muslim Brotherhood,1,-8,1000,2000,3000,300000,12000,-8,2400,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,3000,Not in Americas,1982-02-03,NA,NA,NA,1982-02-28,NA,NA,NA,2000,1000,-8,300000,1000,0.0014245014245014246,164,2000,1000,2000,1000,1000,0.0014245014245014246,Other
828,Contra War of 1982-1988,1,4,93,Nicaragua,-8,Contras,0,3,14,1982,3,23,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2170,72.33,-8,Contras,3,-8,7150,25250,32400,80000,-9,-8,19800,5.1,Civil War: Central Control,North America,Compromise,Civil War: Central Control,Other,32400,Americas,1982-03-14,NA,NA,NA,1988-03-23,NA,NA,NA,25250,7150,-8,80000,18100,0.025783475783475784,164,25250,7150,25250,7150,18100,0.025783475783475784,Other
828.3,Uganda-NRA War of 1982-1986,4,4,500,Uganda,-8,NRA,0,6,-9,1982,3,19,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1355,45.17,-8,NRA,2,-8,39516,6000,45516,15000,-9,-8,21000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side B wins,Civil War: Central Control,Side B,45516,Not in Americas,1982-06-09,NA,NA,NA,1986-03-19,NA,NA,NA,6000,39516,-8,15000,-33516,0.04774358974358974,164,6000,39516,6000,39516,-33516,0.04774358974358974,Recipient Won
829,Shining Path War of 1982-1992,2,4,135,Peru,-8,Shining Path,0,11,28,1982,9,12,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3525,117.5,-8,Shining Path,1,-8,2242,10466,12708,167000,196000,-8,8000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,12708,Americas,1982-11-28,NA,NA,NA,1992-09-12,NA,NA,NA,10466,2242,-8,167000,8224,0.011715099715099715,164,10466,2242,10466,2242,8224,0.011715099715099715,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,630,Iran,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,335000,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,335000,1,1.4245014245014244e-6,165,-8,NaN,-8,122,-130,1.8518518518518518e-4,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,630,Iran,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,335000,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,335000,1,1.4245014245014244e-6,165,-8,NaN,-8,0,-8,1.1396011396011395e-5,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,630,Iran,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,335000,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,335000,1,1.4245014245014244e-6,165,-8,NaN,-8,273,-281,4.002849002849003e-4,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,630,Iran,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,335000,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,335000,1,1.4245014245014244e-6,165,-8,NaN,-8,95,-103,1.4672364672364672e-4,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,630,Iran,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,335000,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,335000,1,1.4245014245014244e-6,165,-8,NaN,-8,21,-29,4.131054131054131e-5,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,652,Syria,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,402000,40000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,402000,1,1.4245014245014244e-6,165,-8,NaN,-8,122,-130,1.8518518518518518e-4,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,652,Syria,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,402000,40000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,402000,1,1.4245014245014244e-6,165,-8,NaN,-8,0,-8,1.1396011396011395e-5,Other
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,652,Syria,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,402000,40000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-8,-9,-8,402000,1,1.4245014245014244e-6,165,-8,NaN,-8,273,-281,4.002849002849003e-4,Other
